,Code,Name,Country,Exchange,Currency,Type,Isin
2461,IROQ,IF Bancorp Inc,USA,NASDAQ,USD,Common Stock,US44951J1051
2462,IRTC,iRhythm Technologies Inc,USA,NASDAQ,USD,Common Stock,US4500561067
2463,IRWD,Ironwood Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US46333X1081
2464,ISHG,iShares 1-3 Year International Treasury Bond ETF,USA,NASDAQ,USD,ETF,US4642881258
2465,ISHP,First Trust S-Network Global E-Commerce ETF,USA,NASDAQ,USD,ETF,US33738R8299
2466,ISPC,iSpecimen Inc,USA,NASDAQ,USD,Common Stock,US45032V1089
2467,ISPO,Inspirato Inc,USA,NASDAQ,USD,Common Stock,US45791E1073
2468,ISPOW,Thayer Ventures Acquisition Corporation,USA,NASDAQ,USD,Common Stock,
2469,ISPR,Ispire Technology Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
2470,ISRG,Intuitive Surgical Inc,USA,NASDAQ,USD,Common Stock,US46120E6023
2471,ISRL,Israel Acquisitions Corp,USA,NASDAQ,USD,Common Stock,
2472,ISRLU,Israel Acquisitions Corp Unit,USA,NASDAQ,USD,Unit,
2473,ISRLW,Israel Acquisitions Corp Warrant,USA,NASDAQ,USD,Common Stock,
2474,ISSC,Innovative Solutions and Support,USA,NASDAQ,USD,Common Stock,US45769N1054
2475,ISTB,iShares Core 1-5 Year USD Bond,USA,NASDAQ,USD,ETF,US46432F8591
2476,ISTR,Investar Holding Corp,USA,NASDAQ,USD,Common Stock,US46134L1052
2477,ISUN,iSun Inc,USA,NASDAQ,USD,Common Stock,US4652461066
2478,ITCI,Intracellular Th,USA,NASDAQ,USD,Common Stock,US46116X1019
2479,ITI,Iteris Inc,USA,NASDAQ,USD,Common Stock,US46564T1079
2480,ITIC,Investors Title Company,USA,NASDAQ,USD,Common Stock,US4618041069
2481,ITOS,Iteos Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US46565G1040
2482,ITRI,Itron Inc,USA,NASDAQ,USD,Common Stock,US4657411066
2483,ITRM,Iterum Therapeutics PLC,USA,NASDAQ,USD,Common Stock,IE00BF3W0Q35
2484,ITRN,Ituran Location and Control Ltd,USA,NASDAQ,USD,Common Stock,IL0010818685
2485,IUS,Invesco RAFI Strategic US ETF,USA,NASDAQ,USD,ETF,US46138J7422
2486,IUSB,iShares Core Total USD Bond Market ETF,USA,NASDAQ,USD,ETF,US46434V6130
2487,IUSG,iShares Core S&P U.S. Growth ETF,USA,NASDAQ,USD,ETF,US4642876712
2488,IUSV,iShares Core S&P U.S. Value ETF,USA,NASDAQ,USD,ETF,US4642876639
2489,IVA,Inventiva Sa,USA,NASDAQ,USD,Common Stock,US46124U1079
2490,IVAC,Intevac Inc,USA,NASDAQ,USD,Common Stock,US4611481080
2491,IVCA,Investcorp India Acquisition Corp. Class A ordinary share,USA,NASDAQ,USD,Common Stock,
2492,IVCAU,Investcorp India Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG492191195
2493,IVCAW,Investcorp India Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
2494,IVCB,Investcorp Europe Acquisition I Corp,USA,NASDAQ,USD,Common Stock,KYG4923T1058
2495,IVCBU,Investcorp Europe Acquisition I Corp Unit,USA,NASDAQ,USD,Unit,KYG4923T1215
2496,IVCBW,Investcorp Europe Acquisition Corp I Warrant,USA,NASDAQ,USD,Common Stock,
2497,IVCP,Swiftmerge Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG638361033
2498,IVCPU,Swiftmerge Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG638361298
2499,IVCPW,Swiftmerge Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
2500,IVDA,Iveda Solutions Inc,USA,NASDAQ,USD,Common Stock,US46583A2042
2501,IVDAW,Iveda Solutions Inc. Warrant,USA,NASDAQ,USD,Common Stock,
2502,IVEG,iShares Emergent Food and AgTech Multisector ETF,USA,NASDAQ,USD,ETF,US46436E3953
2503,IVP,Inspire Veterinary Partners Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
2504,IVVD,Invivyd Inc.,USA,NASDAQ,USD,Common Stock,
2505,IWTR,iShares Trust - iShares MSCI Water Management Multisector ETF,USA,NASDAQ,USD,ETF,US46436E3466
2506,IXAQ,IX Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG5000D1034
2507,IXAQU,IX Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG5000D1299
2508,IXAQW,IX Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
2509,IXHL,Incannex Healthcare Ltd ADR,USA,NASDAQ,USD,Common Stock,US45333L1061
2510,IXUS,iShares Core MSCI Total International Stock ETF,USA,NASDAQ,USD,ETF,US46432F8344
2511,IZEA,IZEA Inc,USA,NASDAQ,USD,Common Stock,US46604H1059
2512,IZM,ICZOOM Group Inc. Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2513,JACK,Jack In The Box Inc,USA,NASDAQ,USD,Common Stock,US4663671091
2514,JAGX,Jaguar Animal Health Inc,USA,NASDAQ,USD,Common Stock,US47010C6075
2515,JAKK,JAKKS Pacific Inc,USA,NASDAQ,USD,Common Stock,US47012E4035
2516,JAMF,Jamf Holding,USA,NASDAQ,USD,Common Stock,US47074L1052
2517,JAN,Janone Inc,USA,NASDAQ,USD,Common Stock,US47089W1045
2518,JANX,Janux Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US47103J1051
2519,JAZZ,Jazz Pharmaceuticals PLC,USA,NASDAQ,USD,Common Stock,IE00B4Q5ZN47
2520,JBHT,JB Hunt Transport Services Inc,USA,NASDAQ,USD,Common Stock,US4456581077
2521,JBLU,JetBlue Airways Corp,USA,NASDAQ,USD,Common Stock,US4771431016
2522,JBSS,John B Sanfilippo & Son Inc,USA,NASDAQ,USD,Common Stock,US8004221078
2523,JCSE,JE Cleantech Holdings Ltd,USA,NASDAQ,USD,Common Stock,KYG508751065
2524,JCTCF,Jewett-Cameron Trading Company Ltd,USA,NASDAQ,USD,Common Stock,CA47733C2076
2525,JD,JD.com Inc Adr,USA,NASDAQ,USD,Common Stock,US47215P1066
2526,JDOC,JPMorgan Healthcare Leaders ETF,USA,NASDAQ,USD,ETF,
2527,JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,USA,NASDAQ,USD,ETF,US46654Q2030
2528,JEWL,Adamas One Corp. Common Stock,USA,NASDAQ,USD,Common Stock,
2529,JFBR,Jeffs' Brands Ltd,USA,NASDAQ,USD,Common Stock,
2530,JFBRW,Jeffs' Brands Ltd,USA,NASDAQ,USD,Common Stock,
2531,JFIN,Jiayin Group Inc,USA,NASDAQ,USD,Common Stock,US47737C1045
2532,JFU,9F Inc,USA,NASDAQ,USD,Common Stock,US65442R1095
2533,JG,Aurora Mobile Ltd,USA,NASDAQ,USD,Common Stock,US0518571007
2534,JGLO,JPMorgan Global Select Equity ETF,USA,NASDAQ,USD,ETF,
2535,JIVE,JPMorgan International Value ETF,USA,NASDAQ,USD,ETF,
2536,JJSF,J & J Snack Foods Corp,USA,NASDAQ,USD,Common Stock,US4660321096
2537,JKHY,Jack Henry & Associates Inc,USA,NASDAQ,USD,Common Stock,US4262811015
2538,JKI,iShares Morningstar Mid-Cap Value ETF,USA,NASDAQ,USD,ETF,US4642884062
2539,JL,J-Long Group Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2540,JMHI,J.P. Morgan Exchange-Traded Fund Trust,USA,NASDAQ,USD,Common Stock,
2541,JMSB,John Marshall Bancorp Inc,USA,NASDAQ,USD,Common Stock,US47805L1017
2542,JNVR,Janover Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
2543,JOAN,Joann Inc,USA,NASDAQ,USD,Common Stock,US47768J1016
2544,JOET,Virtus Terranova U.S. Quality Momentum ETF,USA,NASDAQ,USD,ETF,US92790A5048
2545,JOUT,Johnson Outdoors Inc,USA,NASDAQ,USD,Common Stock,US4791671088
2546,JPEF,JPMorgan Equity Focus ETF,USA,NASDAQ,USD,ETF,
2547,JPM-PM,JPMorgan Chase & Co.,USA,NASDAQ,USD,Preferred Stock,
2548,JRSH,Jerash Holdings US Inc,USA,NASDAQ,USD,Common Stock,US47632P1012
2549,JRVR,James River Group Holdings Ltd,USA,NASDAQ,USD,Common Stock,BMG5005R1079
2550,JSM,Navient Corporation SR NT 6% 121543,USA,NASDAQ,USD,Common Stock,US78442P3047
2551,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,USA,NASDAQ,USD,ETF,US47103U2096
2552,JSML,Janus Henderson Small Cap Growth Alpha ETF,USA,NASDAQ,USD,ETF,US47103U1007
2553,JSPR,Jasper Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US4718711033
2554,JSPRW,Jasper Therapeutics Inc,USA,NASDAQ,USD,Common Stock,
2555,JTAI,Jet.AI Inc.,USA,NASDAQ,USD,Common Stock,
2556,JTAIW,Jet.AI Inc.,USA,NASDAQ,USD,Common Stock,
2557,JTAIZ,Jet.AI Inc. Merger Consideration Warrants,USA,NASDAQ,USD,Common Stock,
2558,JTEK,JPMorgan U.S. Tech Leaders ETF,USA,NASDAQ,USD,ETF,
2559,JVA,Coffee Holding Co Inc,USA,NASDAQ,USD,Common Stock,US1921761052
2560,JVSA,JV SPAC Acquisition Corp. Class A Ordinary Share,USA,NASDAQ,USD,Common Stock,
2561,JVSAR,JV SPAC Acquisition Corp. Right,USA,NASDAQ,USD,Common Stock,
2562,JVSAU,JVSPAC Acquisition Corp. Unit,USA,NASDAQ,USD,Common Stock,
2563,JWEL,Jowell Global Ltd.,USA,NASDAQ,USD,Common Stock,KYG5194C1015
2564,JWSM-UN,Jaws Mustang Acquisition Corp,USA,NASDAQ,USD,Common Stock,
2565,JXJT,JX Luxventure Limited,USA,NASDAQ,USD,Common Stock,
2566,JYD,Jayud Global Logistics Limited Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2567,JYNT,The Joint Corp,USA,NASDAQ,USD,Common Stock,US47973J1025
2568,JZ,Jianzhi Education Technology Group Company Limited American Depositary Shares,USA,NASDAQ,USD,Common Stock,
2569,JZXN,Jiuzi Holdings Inc,USA,NASDAQ,USD,Common Stock,KYG514001026
2570,KA,Kineta Inc.,USA,NASDAQ,USD,Common Stock,
2571,KACL,Kairous Acquisition Corp Ltd,USA,NASDAQ,USD,Common Stock,KYG521311103
2572,KACLR,Kairous Acquisition Corp. Limited Rights,USA,NASDAQ,USD,Common Stock,
2573,KACLU,Kairous Acquisition Corp Ltd Unit,USA,NASDAQ,USD,Unit,KYG521311020
2574,KACLW,Kairous Acquisition Corp. Limited Warrants,USA,NASDAQ,USD,Common Stock,
2575,KALA,Kala Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US4831191030
2576,KALU,Kaiser Aluminum Corporation,USA,NASDAQ,USD,Common Stock,US4830077040
2577,KALV,Kalvista Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US4834971032
2578,KARO,Karooooo Ltd,USA,NASDAQ,USD,Common Stock,SGXZ19450089
2579,KAVL,Kaival Brands Innovations Group Inc,USA,NASDAQ,USD,Common Stock,US4831042043
2580,KBNT,Kubient Inc,USA,NASDAQ,USD,Common Stock,US50116V1070
2581,KBWB,Invesco KBW Bank ETF,USA,NASDAQ,USD,ETF,US46138E6288
2582,KBWD,Invesco KBW High Dividend Yield Financial ETF,USA,NASDAQ,USD,ETF,US46138E6106
2583,KBWP,Invesco KBW Property & Casualty Insurance ETF,USA,NASDAQ,USD,ETF,US46138E5868
2584,KBWR,Invesco KBW Regional Banking ETF,USA,NASDAQ,USD,ETF,US73937B7120
2585,KBWY,Invesco KBW Premium Yield Equity REIT ETF,USA,NASDAQ,USD,ETF,US46138E5942
2586,KC,Kingsoft Cloud Holdings Ltd,USA,NASDAQ,USD,Common Stock,US49639K1016
2587,KDP,Keurig Dr Pepper Inc,USA,NASDAQ,USD,Common Stock,US49271V1008
2588,KE,Kimball Electronics,USA,NASDAQ,USD,Common Stock,US49428J1097
2589,KELYA,Kelly Services A Inc,USA,NASDAQ,USD,Common Stock,US4881522084
2590,KELYB,Kelly Services B Inc,USA,NASDAQ,USD,Common Stock,US4881523074
2591,KEQU,Kewaunee Scientific Corporation,USA,NASDAQ,USD,Common Stock,US4928541048
2592,KERNW,Akerna Corp,USA,NASDAQ,USD,Common Stock,
2593,KFFB,Kentucky First Federal Bancorp,USA,NASDAQ,USD,Common Stock,US4912921081
2594,KFRC,Kforce Inc,USA,NASDAQ,USD,Common Stock,US4937321010
2595,KGEI,Kolibri Global Energy Inc. Common stock,USA,NASDAQ,USD,Common Stock,
2596,KHC,Kraft Heinz Co,USA,NASDAQ,USD,Common Stock,US5007541064
2597,KIDS,Orthopediatrics Corp,USA,NASDAQ,USD,Common Stock,US68752L1008
2598,KINS,Kingstone Companies Inc,USA,NASDAQ,USD,Common Stock,US4967191051
2599,KIRK,Kirklands Inc,USA,NASDAQ,USD,Common Stock,US4974981056
2600,KITT,Nauticus Robotics Inc.,USA,NASDAQ,USD,Common Stock,
2601,KITTW,Nauticus Robotics Inc.,USA,NASDAQ,USD,Common Stock,
2602,KLAC,KLA-Tencor Corporation,USA,NASDAQ,USD,Common Stock,US4824801009
2603,KLIC,Kulicke and Soffa Industries Inc,USA,NASDAQ,USD,Common Stock,US5012421013
2604,KLTR,Kaltura Inc,USA,NASDAQ,USD,Common Stock,US4834671061
2605,KLXE,KLX Energy Services Holdings Inc,USA,NASDAQ,USD,Common Stock,US48253L2051
2606,KMDA,Kamada,USA,NASDAQ,USD,Common Stock,IL0010941198
2607,KNDI,Kandi Technologies Group Inc,USA,NASDAQ,USD,Common Stock,US4837091010
2608,KNGZ,First Trust Exchange-Traded Fund VI - First Trust S&P 500 Diversified Dividend Aristocrats ETF,USA,NASDAQ,USD,ETF,
2609,KNSA,Kiniksa Pharmaceuticals Ltd,USA,NASDAQ,USD,Common Stock,BMG5269C1010
2610,KNTE,Kinnate Biopharma Inc,USA,NASDAQ,USD,Common Stock,US49705R1059
2611,KOD,Kodiak Sciences Inc,USA,NASDAQ,USD,Common Stock,US50015M1099
2612,KOPN,Kopin Corporation,USA,NASDAQ,USD,Common Stock,US5006001011
2613,KOSS,Koss Corporation,USA,NASDAQ,USD,Common Stock,US5006921085
2614,KPLT,Katapult Holdings Inc,USA,NASDAQ,USD,Common Stock,US4858591021
2615,KPLTW,Katapult Holdings Equity Warrants Exp 09 June 2026,USA,NASDAQ,USD,Common Stock,US4858591104
2616,KPRX,Kiora Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US49721T3095
2617,KPTI,Karyopharm Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US48576U1060
2618,KRBP,Kiromic Biopharma Inc,USA,NASDAQ,USD,Common Stock,US4976341051
2619,KRKR,36Kr Holdings Inc,USA,NASDAQ,USD,Common Stock,US88429K1034
2620,KRMA,Global X Conscious Companies ETF,USA,NASDAQ,USD,ETF,US37954Y7316
2621,KRMD,Repro Med Systems Inc,USA,NASDAQ,USD,Common Stock,US7599101026
2622,KRNL,Kernel Group Holdings Inc,USA,NASDAQ,USD,Common Stock,KYG5259L1032
2623,KRNLU,Kernel Group Holdings Inc,USA,NASDAQ,USD,Common Stock,KYG5259L1115
2624,KRNLW,Kernel Group Holdings Inc,USA,NASDAQ,USD,Common Stock,
2625,KRNT,Kornit Digital Ltd,USA,NASDAQ,USD,Common Stock,IL0011216723
2626,KRNY,Kearny Financial Corp,USA,NASDAQ,USD,Common Stock,US48716P1084
2627,KRON,Kronos Bio Inc,USA,NASDAQ,USD,Common Stock,US50107A1043
2628,KROP,Global X AgTech & Food Innovation ETF,USA,NASDAQ,USD,ETF,US37954Y1780
2629,KROS,Keros Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US4923271013
2630,KRRO,Frequency Therapeutics Inc,USA,NASDAQ,USD,Common Stock,
2631,KRT,Karat Packaging Inc,USA,NASDAQ,USD,Common Stock,US48563L1017
2632,KRTX,Karuna Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US48576A1007
2633,KRUS,Kura Sushi USA Inc,USA,NASDAQ,USD,Common Stock,US5012701026
2634,KRYS,Krystal Biotech Inc,USA,NASDAQ,USD,Common Stock,US5011471027
2635,KSCP,Knightscope Inc,USA,NASDAQ,USD,Common Stock,US49907V1026
2636,KTCC,Key Tronic Corporation,USA,NASDAQ,USD,Common Stock,US4931441095
2637,KTOS,Kratos Defense & Security Solutions,USA,NASDAQ,USD,Common Stock,US50077B2079
2638,KTRA,Kintara Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US49720K1016
2639,KTTA,Pasithea Therapeutics Corp,USA,NASDAQ,USD,Common Stock,US70261F1030
2640,KTTAW,Pasithea Therapeutics Corp. Warrant,USA,NASDAQ,USD,Common Stock,
2641,KURA,Kura Oncology Inc,USA,NASDAQ,USD,Common Stock,US50127T1097
2642,KVAC,Keen Vision Acquisition Corporation Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2643,KVACU,Keen Vision Acquisition Corporation Units,USA,NASDAQ,USD,Common Stock,
2644,KVACW,Keen Vision Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
2645,KVHI,KVH Industries Inc,USA,NASDAQ,USD,Common Stock,US4827381017
2646,KWE,KWESST Micro Systems Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
2647,KWESW,KWESST Micro Systems Inc. Warrant,USA,NASDAQ,USD,Common Stock,
2648,KXIN,Kaixin Auto Holdings,USA,NASDAQ,USD,Common Stock,KYG5223X1007
2649,KYCH,Keyarch Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG5260A1040
2650,KYCHR,Keyarch Acquisition Corporation Rights,USA,NASDAQ,USD,Common Stock,
2651,KYCHU,Keyarch Acquisition Corporation Unit,USA,NASDAQ,USD,Unit,KYG5260A1388
2652,KYCHW,Keyarch Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
2653,KYMR,Kymera Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US5015751044
2654,KYTX,"Kyverna Therapeutics, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
2655,KZIA,Kazia Therapeutics Ltd ADR,USA,NASDAQ,USD,Common Stock,US48669G1058
2656,KZR,Kezar Life Sciences Inc,USA,NASDAQ,USD,Common Stock,US49372L1008
2657,LAB,Standard Biotools Inc,USA,NASDAQ,USD,Common Stock,US34385P1084
2658,LABP,Landos Biopharma Inc,USA,NASDAQ,USD,Common Stock,US5150691021
2659,LAES,SEALSQ Corp,USA,NASDAQ,USD,Common Stock,
2660,LAKE,Lakeland Industries Inc,USA,NASDAQ,USD,Common Stock,US5117951062
2661,LAMR,Lamar Advertising Company,USA,NASDAQ,USD,Common Stock,US5128161099
2662,LANC,Lancaster Colony Corporation,USA,NASDAQ,USD,Common Stock,US5138471033
2663,LAND,Gladstone Land Corporation,USA,NASDAQ,USD,Common Stock,US3765491010
2664,LANDM,Gladstone Land Corp,USA,NASDAQ,USD,Preferred Stock,US3765495078
2665,LANDO,Gladstone Land Corp,USA,NASDAQ,USD,Preferred Stock,US3765493099
2666,LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,USA,NASDAQ,USD,Common Stock,US3765492000
2667,LARK,Landmark Bancorp Inc,USA,NASDAQ,USD,Common Stock,US51504L1070
2668,LASE,Laser Photonics Corporation,USA,NASDAQ,USD,Common Stock,
2669,LASR,nLIGHT Inc,USA,NASDAQ,USD,Common Stock,US65487K1007
2670,LATG,LatAmGrowth SPAC,USA,NASDAQ,USD,Common Stock,KYG5380L1059
2671,LATGU,Latamgrowth SPAC Unit,USA,NASDAQ,USD,Unit,KYG5380L1133
2672,LAUR,Laureate Education Inc,USA,NASDAQ,USD,Common Stock,US5186132032
2673,LAZR,Luminar Technologies,USA,NASDAQ,USD,Common Stock,US5504241051
2674,LBAI,Lakeland Bancorp Inc,USA,NASDAQ,USD,Common Stock,US5116371007
2675,LBBB,Lakeshore Acquisition II Corp,USA,NASDAQ,USD,Common Stock,KYG5352N1051
2676,LBBBR,Lakeshore Acquisition II Corp. Rights,USA,NASDAQ,USD,Common Stock,
2677,LBBBU,Lakeshore Acquisition II Corp Unit,USA,NASDAQ,USD,Unit,KYG5352N1390
2678,LBBBW,Lakeshore Acquisition II Corp. Warrants,USA,NASDAQ,USD,Common Stock,
2679,LBC,Luther Burbank,USA,NASDAQ,USD,Common Stock,US5505501073
2680,LBPH,Longboard Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US54300N1037
2681,LBRDA,Liberty Broadband Srs A,USA,NASDAQ,USD,Common Stock,US5303071071
2682,LBRDK,Liberty Broadband Srs C,USA,NASDAQ,USD,Common Stock,US5303073051
2683,LBRDP,Liberty Broadband Corp,USA,NASDAQ,USD,Preferred Stock,US5303075031
2684,LBTYA,Liberty Global PLC,USA,NASDAQ,USD,Common Stock,GB00B8W67662
2685,LBTYB,Liberty Global PLC Class B,USA,NASDAQ,USD,Common Stock,GB00B8W67779
2686,LBTYK,Liberty Global PLC Class C,USA,NASDAQ,USD,Common Stock,GB00B8W67B19
2687,LCA,Landcadia Holdings II Inc,USA,NASDAQ,USD,Common Stock,US51477A1043
2688,LCAA,L Catterton Asia Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG5346G1257
2689,LCAAU,L Catterton Asia Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG5346G1091
2690,LCAAW,L Catterton Asia Acquisition Corp,USA,NASDAQ,USD,Common Stock,
2691,LCAHU,Landcadia Holdings II Inc,USA,NASDAQ,USD,Common Stock,US51477A2033
2692,LCAHW,Landcadia Holdings IV Inc. Warrant,USA,NASDAQ,USD,Common Stock,
2693,LCAPW,Lionheart Acquisition Corporation II,USA,NASDAQ,USD,Common Stock,
2694,LCFY,Locafy Ltd,USA,NASDAQ,USD,Common Stock,AU0000197196
2695,LCFYW,Locafy Limited,USA,NASDAQ,USD,Common Stock,
2696,LCID,Lucid Group Inc,USA,NASDAQ,USD,Common Stock,US5494981039
2697,LCNB,LCNB Corporation,USA,NASDAQ,USD,Common Stock,US50181P1003
2698,LCRUX,Lord Abbett Credit Opportunities Fund,USA,NASDAQ,USD,FUND,
2699,LCUT,Lifetime Brands Inc,USA,NASDAQ,USD,Common Stock,US53222Q1031
2700,LDEM,iShares® ESG MSCI EM Leaders ETF,USA,NASDAQ,USD,ETF,US46436E6014
2701,LDSF,First Trust Low Duration Strategic Focus,USA,NASDAQ,USD,ETF,US33740F8703
2702,LDTC,LeddarTech Holdings Inc,USA,NASDAQ,USD,Common Stock,
2703,LDTCW,LeddarTech Holdings Inc,USA,NASDAQ,USD,Common Stock,
2704,LDWY,Lendway Inc.,USA,NASDAQ,USD,Common Stock,
2705,LE,Lands’ End Inc,USA,NASDAQ,USD,Common Stock,US51509F1057
2706,LECO,Lincoln Electric Holdings Inc,USA,NASDAQ,USD,Common Stock,US5339001068
2707,LEDS,SemiLEDS Corporation,USA,NASDAQ,USD,Common Stock,US8166452040
2708,LEE,Lee Enterprises Incorporated,USA,NASDAQ,USD,Common Stock,US5237684064
2709,LEGH,Legacy Housing Corp,USA,NASDAQ,USD,Common Stock,US52472M1018
2710,LEGN,Legend Biotech Corp,USA,NASDAQ,USD,Common Stock,US52490G1022
2711,LEGR,First Trust Indxx Innovative Transaction & Process ETF,USA,NASDAQ,USD,ETF,US33741X2018
2712,LENDX,Stone Ridge Alternative Lending Risk Pre,USA,NASDAQ,USD,FUND,
2713,LESL,Leslies Inc,USA,NASDAQ,USD,Common Stock,US5270641096
2714,LEXX,Lexaria Bioscience Corp,USA,NASDAQ,USD,Common Stock,US52886N4060
2715,LEXXW,Lexaria Bioscience Corp,USA,NASDAQ,USD,Common Stock,
2716,LFCR,Lifecore Biomedical Inc.,USA,NASDAQ,USD,Common Stock,
2717,LFLY,Leafly Holdings Inc,USA,NASDAQ,USD,Common Stock,US52178J1051
2718,LFLYW,Leafly Holdings Inc,USA,NASDAQ,USD,Common Stock,
2719,LFMD,LifeMD Inc,USA,NASDAQ,USD,Common Stock,US53216B1044
2720,LFMDP,LifeMD Inc Preferred Series A,USA,NASDAQ,USD,Preferred Stock,US53216B2034
2721,LFST,Lifestance Health Group Inc,USA,NASDAQ,USD,Common Stock,US53228F1012
2722,LFUS,Littelfuse Inc,USA,NASDAQ,USD,Common Stock,US5370081045
2723,LFVN,Lifevantage Corporation,USA,NASDAQ,USD,Common Stock,US53222K2050
2724,LFWD,ReWalk Robotics Ltd,USA,NASDAQ,USD,Common Stock,
2725,LGCB,Linkage Global Inc Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2726,LGCL,Lucas GC Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2727,LGHL,Lion Group Holding Ltd,USA,NASDAQ,USD,Common Stock,US53620U1025
2728,LGHLW,Lion Financial Group Limited,USA,NASDAQ,USD,Common Stock,
2729,LGIH,LGI Homes,USA,NASDAQ,USD,Common Stock,US50187T1060
2730,LGMK,LogicMark Inc,USA,NASDAQ,USD,Common Stock,US67091J4040
2731,LGND,Ligand Pharmaceuticals Incorporated,USA,NASDAQ,USD,Common Stock,US53220K5048
2732,LGO,Largo Resources Ltd,USA,NASDAQ,USD,Common Stock,CA5170971017
2733,LGRO,Level Four Large Cap Growth Active ETF,USA,NASDAQ,USD,ETF,
2734,LGTO,Legato Merger II Corp,USA,NASDAQ,USD,Common Stock,US52473Y1047
2735,LGVC,LAMF Global Ventures I Corp,USA,NASDAQ,USD,Common Stock,KYG5338L1086
2736,LGVCU,LAMF Global Ventures I Corp Unit,USA,NASDAQ,USD,Unit,KYG5338L1169
2737,LGVCW,LAMF Global Ventures Corp. I Warrant,USA,NASDAQ,USD,Common Stock,
2738,LGVN,Longeveron LLC,USA,NASDAQ,USD,Common Stock,US54303L1044
2739,LI,Li Auto Inc,USA,NASDAQ,USD,Common Stock,US50202M1027
2740,LIAN,LianBio ADR,USA,NASDAQ,USD,Common Stock,US53000N1081
2741,LIBY,Liberty Resources Acquisition Corp,USA,NASDAQ,USD,Common Stock,US53118A1051
2742,LIBYU,Liberty Resources Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US53118A2042
2743,LIBYW,Liberty Resources Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
2744,LICN,Lichen China Limited Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
2745,LIDR,Aeye Inc,USA,NASDAQ,USD,Common Stock,US0081831051
2746,LIDRW,AEye Inc,USA,NASDAQ,USD,Common Stock,
2747,LIFE,aTyr Pharma Inc,USA,NASDAQ,USD,Common Stock,US0021202025
2748,LIFW,MSP Recovery Inc.,USA,NASDAQ,USD,Common Stock,
2749,LIFWW,MSP Recovery Inc.,USA,NASDAQ,USD,Common Stock,
2750,LIFWZ,MSP Recovery Inc.,USA,NASDAQ,USD,Common Stock,
2751,LILA,Liberty Latin America Ltd,USA,NASDAQ,USD,Common Stock,BMG9001E1021
2752,LILAK,Liberty Latin America Ltd Class C,USA,NASDAQ,USD,Common Stock,BMG9001E1286
2753,LILM,Lilium NV,USA,NASDAQ,USD,Common Stock,NL0015000F41
2754,LILMW,Lilium Equity Warrants,USA,NASDAQ,USD,Common Stock,NL0015000F58
2755,LIN,Linde plc Ordinary Shares,USA,NASDAQ,USD,Common Stock,IE000S9YS762
2756,LINC,Lincoln Educational Services,USA,NASDAQ,USD,Common Stock,US5335351004
2757,LIND,Lindblad Expeditions Holdings Inc,USA,NASDAQ,USD,Common Stock,US5352191093
2758,LINK,Interlink Electronics Inc,USA,NASDAQ,USD,Common Stock,US4587513023
2759,LIPO,Lipella Pharmaceuticals Inc.,USA,NASDAQ,USD,Common Stock,
